ID,Name,SMILES,MW,LogP,HBD,HBA,TPSA,RotB,GI absorption,Plant,Source
LIG_0416,,COc1ccc2c(c1)cc(C(=O)N[C@H](C(=O)NCCc1c[nH]c3ccccc13)C(C)C)n2C,446.55,3.78,3,3,88.15,8,Unknown,Natural Product,COCONUT
LIG_0417,,COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)N(CCC(=O)NCc3ccco3)[C@H]21,461.47,3.12,1,6,101.32,7,Unknown,Natural Product,COCONUT
LIG_0418,,C=C1[C@@H]2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H]([C@H](O)C(=O)OC)[C@]12C,486.56,3.53,1,8,112.27,3,Unknown,Natural Product,COCONUT
LIG_0419,,C=CCN(C)C(=O)[C@@H](C)[C@@H]1CC[C@@]2(C)Cc3sc(NC(=O)C4CC4)nc3[C@@H](C)[C@@H]2[C@H]1O,445.63,3.83,2,5,82.53,6,Unknown,Natural Product,COCONUT
LIG_0420,,Cc1c(CCC(=O)N2CCc3nc[nH]c3C2)c(=O)oc2cc3occ(-c4ccccc4)c3cc12,453.5,4.76,1,5,92.34,4,Unknown,Natural Product,COCONUT
LIG_0421,,Cc1cc(O[C@H](C)C(=O)N2C[C@H]3C[C@@H](C2)c2cccc(=O)n2C3)c2c(C)cc(=O)oc2c1,434.49,2.98,0,5,81.75,3,Unknown,Natural Product,COCONUT
LIG_0422,,CCOC(=O)C[C@@H](NC(=O)N1CCC2(CC1)Nc1cc(C)ccc1-n1cccc12)c1ccccc1,472.59,4.91,2,4,75.6,5,Unknown,Natural Product,COCONUT
LIG_0423,,C[C@H](CO)CC[C@H]1O[C@H]2C[C@H]3[C@H]4CC[C@@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C,434.66,4.4,3,4,69.92,4,Unknown,Natural Product,COCONUT
LIG_0424,,CCN1CCc2c([nH]c3ccccc23)[C@H]1c1c(O)nc(=O)n(CCc2ccc(OC)cc2)c1O,460.53,3.35,3,6,103.61,6,Unknown,Natural Product,COCONUT
LIG_0425,,S=C(NC1CCCCC1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1-c1ccccc1,414.54,1.84,2,6,86.12,4,Unknown,Natural Product,COCONUT
LIG_0426,,C=C(C)C(=O)O[C@@H]1C2=C(COC(C)=O)C(=O)O[C@]2(O)/C=C(/C)CCC(=O)[C@@H](C)[C@H]1O,422.43,0.89,2,9,136.43,4,Unknown,Natural Product,COCONUT
LIG_0427,,CC(=O)c1ccc(OCC(=O)Nc2ccccc2C(=O)NCCc2ccccc2)cc1,416.48,3.88,2,4,84.5,9,Unknown,Natural Product,COCONUT
LIG_0428,,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@H]2C3=O)O1,410.42,2.68,1,7,83.45,4,Unknown,Natural Product,COCONUT
LIG_0429,,CC[C@H](C)[C@@H](CO)NC(=O)CCc1c(C)c2c(OC)cc3c(c2oc1=O)CCC(C)(C)O3,445.56,3.67,2,6,98.0,8,Unknown,Natural Product,COCONUT
LIG_0430,,Cc1oc2cc3oc(=O)c(CC(=O)N[C@@H](CSCc4ccccc4)C(=O)O)c(C)c3cc2c1C,479.55,4.51,2,6,109.75,8,Unknown,Natural Product,COCONUT
LIG_0431,,N#Cc1ccc(C(=O)N2C[C@@H]3C[C@H](C2)c2c(-c4cccc(C#N)c4)ccc(=O)n2C3)cc1,420.47,3.52,0,4,89.89,2,Unknown,Natural Product,COCONUT
LIG_0432,,C[C@]12C[C@H](c3ccccc3O1)[C@H](C(N)=O)C(=O)N2CCNc1ncnc2[nH]cnc12,407.43,0.99,3,7,139.12,5,Unknown,Natural Product,COCONUT
LIG_0433,,COc1ccc(OCCN/C(C)=C2\C(=O)C=C3Oc4c(C(C)=O)c(O)c(C)c(O)c4[C@@]3(C)C2=O)cc1,493.51,3.25,3,9,131.39,7,Unknown,Natural Product,COCONUT
LIG_0434,,Cc1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc12,401.44,1.58,1,5,103.69,3,Unknown,Natural Product,COCONUT
LIG_0435,,CCCNC(=O)OC[C@]12CO[C@@H](c3ccc(N(C)C)cc3)[C@H](C(C)=C[C@@H]1C)[C@H]2C,400.56,4.79,1,4,50.8,6,Unknown,Natural Product,COCONUT
LIG_0436,,C=CCN1CC(=O)N2[C@H](c3ccc(OC(C)C)c(OC)c3)c3[nH]c4ccccc4c3C[C@H]2C1=O,459.55,3.83,1,4,74.87,6,Unknown,Natural Product,COCONUT
LIG_0437,,COc1ccc(CN2C[C@H](O)C[C@H]2c2nc(Cc3ccccc3)no2)c2ccccc12,415.49,4.13,1,6,71.62,6,Unknown,Natural Product,COCONUT
LIG_0438,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(CO)[C@@]3(O)CC[C@]12C,434.66,4.45,4,4,80.92,6,Unknown,Natural Product,COCONUT
LIG_0439,,Cn1c(C2CCN(C(=O)CCCC[C@@H]3CCSS3)CC2)nc2ccccc21,403.62,4.99,0,4,38.13,6,Unknown,Natural Product,COCONUT
LIG_0440,,C=CCN1C(=O)[C@]2(c3ccccc31)c1c(oc3cc(C)c(C)cc3c1=O)C(=O)N2C[C@@H]1CCCO1,470.53,3.82,0,5,80.06,4,Unknown,Natural Product,COCONUT
LIG_0441,,CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)C[C@H]3[C@H](OC(C)=O)C[C@@]2(C)C2=CC[C@](C)([C@H](Br)CO)C[C@H]21,483.44,4.4,1,5,72.83,4,Unknown,Natural Product,COCONUT
LIG_0442,,Cn1c2c(c(=O)[nH]c1=O)[C@H](c1cccc(Cl)c1Cl)C1=C(N2)c2ccccc2C1=O,426.26,3.55,2,4,83.96,1,Unknown,Natural Product,COCONUT
LIG_0443,,CC(=O)N[C@@H]1[C@@H](OCCOc2ccc(Cl)cc2Cl)O[C@@H]2COC(C)(C)O[C@@H]2[C@H]1O,450.32,2.13,2,7,95.48,6,Unknown,Natural Product,COCONUT
LIG_0444,,C[C@@H]1CCc2cc(O)ccc2[C@@H]1C[C@H](C/C=C/[C@@H](O)c1ccc(O)cc1)S(=O)(=O)[O-].[Na+],454.52,0.75,3,6,117.89,7,Unknown,Natural Product,COCONUT
LIG_0445,,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H]3CCCC[C@@H]3C)c(=O)cc1[C@@H](NC(C)=O)CC2,480.61,4.85,2,6,85.89,6,Unknown,Natural Product,COCONUT
LIG_0446,,C[C@@H]1O[C@@H](O[C@@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@H]3CC[C@]3(C)[C@@H]([C@@H](C)O)CC[C@]43O)C2)C[C@@H](O)[C@@H]1O,464.64,3.3,4,6,99.38,3,Unknown,Natural Product,COCONUT
LIG_0447,,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@H]3[C@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@@H]3CC(=O)[C@@]21C,406.56,3.66,3,4,94.83,4,Unknown,Natural Product,COCONUT
LIG_0448,,COc1cc([C@@H]2COc3cc(OC)c4c(c3[C@@H]2OC(C)=O)CCc2cc(O)ccc2-4)ccc1O,462.5,4.66,2,7,94.45,4,Unknown,Natural Product,COCONUT
LIG_0449,,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H]([C@H](O)[C@H]23)[C@@H]14,437.58,0.5,3,7,91.62,5,Unknown,Natural Product,COCONUT
LIG_0450,,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]2[C@@H](OC)[C@@](O)([C@@H]13)[C@]1(O)C[C@@H](OC)[C@@H]2C[C@H]4[C@H]1[C@@H]2OC,481.63,0.93,2,8,89.85,7,Unknown,Natural Product,COCONUT
LIG_0451,,Cc1cc(C(=O)N[C@@H]2C[C@@H](c3nc(-c4ccccc4)nn3C(C)C)CC[C@H]2O)n(C)n1,422.53,2.99,2,5,97.86,5,Unknown,Natural Product,COCONUT
LIG_0452,,Clc1nc(NCCCN2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1,424.94,4.13,1,7,66.41,8,Unknown,Natural Product,COCONUT
LIG_0453,,[C-]#[N+][C@@H]1[C@H]2[C@H](CC[C@@]1(C)O)[C@](C)(N=C=S)CC[C@@H]2[C@@]1(C)CC[C@@H](C(C)(C)[N+]#[C-])O1,415.6,4.96,1,4,50.54,3,Unknown,Natural Product,COCONUT
LIG_0454,,CC(=O)N1[C@H]2N(C(=O)C13CC3)c1ccccc1[C@]21C[C@@H](n2cnc3ccccc3c2=O)C(=O)O1,456.46,1.85,0,6,101.81,1,Unknown,Natural Product,COCONUT
LIG_0455,,CCOC(=O)[C@@H]1[C@H](C(=O)OC)N[C@H](CC(C)(C)OC)[C@@]12C(O)=Nc1ccccc12,404.46,2.03,2,7,106.45,6,Unknown,Natural Product,COCONUT
LIG_0456,,COc1ccc2c3c(n(CCSCc4nc[nH]c4C)c(=O)c2c1OC)-c1ccccc1C3=O,461.54,4.2,1,6,86.21,7,Unknown,Natural Product,COCONUT
LIG_0457,,C=C(C)C(=O)CC[C@@H](C)[C@@H]1CC[C@](C)(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]2CCC(C)=C[C@@]12C,480.64,2.9,4,7,116.45,8,Unknown,Natural Product,COCONUT
LIG_0458,,Cc1oc2cc(OCC(=O)N[C@H](CO)CC(C)C)ccc2c(=O)c1-c1ccccc1,409.48,3.67,2,5,88.77,8,Unknown,Natural Product,COCONUT
LIG_0459,,COc1ccc(OC)c(NC(=O)CC/C(C)=C/Cc2c(OC)c(C)c3c(c2OC)C(=O)OC3)c1,469.53,4.61,1,7,92.32,10,Unknown,Natural Product,COCONUT
LIG_0460,,COc1ncccc1CN1C[C@@H]2C[C@H](NC(C)=O)CN2C(=O)[C@@H]1CNC(=O)C1CC1,415.49,-0.09,2,6,103.87,7,Unknown,Natural Product,COCONUT
LIG_0461,,C[C@@]12O[C@H]3C[C@@H](O1)[C@]1(C=O)[C@H]4[C@H](O)C(=O)[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]5(O)[C@@H]4CC[C@@]1(C3)O2,486.52,1.43,2,9,132.5,2,Unknown,Natural Product,COCONUT
LIG_0462,,C=C1C(=O)O[C@@H]2/C=C(/CO)[C@@H](OC(C)=O)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)[C@@H](C)CC)[C@@H]12,422.47,1.84,1,8,111.66,5,Unknown,Natural Product,COCONUT
LIG_0463,,Cc1ccccc1N1C(=O)[C@@H]2[C@H]3c4ccccc4[C@](Br)(c4ccccc43)[C@H]2C1=O,444.33,4.9,0,2,37.38,1,Unknown,Natural Product,COCONUT
LIG_0464,,CN(CC(N)=O)C(=O)[C@@H]1C[C@H](NC(=O)NC2CCCCC2)CN1C(=O)CC(C)(C)C,423.56,0.97,3,4,124.84,6,Unknown,Natural Product,COCONUT
LIG_0465,,COc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OCCOc2ccccc2)cc(Cl)c1O,432.86,3.3,3,6,106.12,7,Unknown,Natural Product,COCONUT
LIG_0466,,CC1(C)C(=O)C=C[C@]2(C)[C@H]1C=C[C@@]1(C)[C@H]2CC[C@@]2(C)[C@@H](c3ccoc3)OC(=O)[C@@H]3O[C@]312,422.52,4.8,0,5,69.04,1,Unknown,Natural Product,COCONUT
LIG_0467,,COC[C@@H]1Cc2cc(OC)c3c(c2[C@H](c2ccc(OC)c(OC)c2)[C@@H]1COC)OCO3,430.5,3.65,0,7,64.61,8,Unknown,Natural Product,COCONUT
LIG_0468,,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCN1C[C@H]3C[C@@H](C1)c1cccc(=O)n1C3)C=C2,492.58,1.46,1,6,93.11,7,Unknown,Natural Product,COCONUT
LIG_0469,,O=c1c(-c2ccccc2)coc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)ccc12,400.38,0.64,4,8,129.59,4,Unknown,Natural Product,COCONUT
LIG_0470,,COc1cc2c(cc1OC)[C@@]1(O)C(=O)c3ccc4c(c3O[C@H]1CO2)[C@@H]1[C@@H](O4)C1(C)C,410.42,2.81,1,7,83.45,2,Unknown,Natural Product,COCONUT
LIG_0471,,C=C1C2=C(C=C[C@@]34C[C@@H](CC[C@@H]13)[C@](C)(O)C4)C(C)(C)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,462.58,1.58,5,7,119.61,3,Unknown,Natural Product,COCONUT
LIG_0472,,C[C@]12C[C@H](c3ccccc3O1)[C@@H](C(N)=O)C(=O)N2CCc1c[nH]c2ccc(O)cc12,405.45,2.64,3,4,108.65,4,Unknown,Natural Product,COCONUT
LIG_0473,,C=CCN1C(=O)[C@@]2(c3ccccc31)c1c(oc3ccc(C)cc3c1=O)C(=O)N2C[C@H]1CCCO1,456.5,3.51,0,5,80.06,4,Unknown,Natural Product,COCONUT
LIG_0474,,COc1cccc(CNC(=O)c2cccc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)c2)c1,450.56,4.08,1,4,75.71,7,Unknown,Natural Product,COCONUT
LIG_0475,,CC(=O)O[C@@H]1[C@@H](O)[C@@H](Oc2c(C)c3c4c(c2O)[C@@H](C)CC[C@@H]4[C@@H](C)C[C@H]3C=C(C)C)OC[C@@H]1O,474.59,4.16,3,7,105.45,4,Unknown,Natural Product,COCONUT
LIG_0476,,COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)C[C@@H](O)[C@H]3C(C)(C)OC(=O)CC[C@]3(C)[C@H]1C2,444.52,3.49,1,7,91.29,1,Unknown,Natural Product,COCONUT
LIG_0477,,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4occc4c3O[C@@H]1[C@@H](OC(C)=O)O2,410.38,3.46,0,8,93.43,3,Unknown,Natural Product,COCONUT
LIG_0478,,CC(=O)O[C@@H]1C[C@@H]2[C@H](CC[C@H]3[C@@]2(C)CC[C@@H]2[C@]3(C)CCC[C@]2(C)C=O)[C@@H]2O[C@H]3OC(=O)C[C@@]31O2,474.59,4.16,0,7,88.13,2,Unknown,Natural Product,COCONUT
LIG_0479,,CC(=O)O[C@@H]1O[C@@H](C2=CC(=O)O[C@H]2O)C[C@@H]2[C@@H]1CC[C@H]1[C@@]2(C)CC[C@H]2C(C)(C)CCC[C@]12C,460.61,4.74,1,6,82.06,2,Unknown,Natural Product,COCONUT
LIG_0480,,CC=C(C)C(=O)O[C@@H](c1cc(OC)c2c(c1)OCO2)[C@@H](C)OC(=O)[C@](C)(O)[C@H](C)OC(C)=O,466.48,2.61,1,10,126.82,9,Unknown,Natural Product,COCONUT
LIG_0481,,Cn1c(=O)c2c(nc3n(C[C@H](O)c4ccccc4)c(-c4ccccc4)cn23)n(C)c1=O,415.45,2.09,1,4,86.46,4,Unknown,Natural Product,COCONUT
LIG_0482,,COc1ccc(CCN2COc3ccc4c(-c5ccccc5)cc(=O)oc4c3C2)cc1,413.47,4.86,0,5,51.91,5,Unknown,Natural Product,COCONUT
LIG_0483,,CCCNC(=O)N1CCN2CC(=O)Nc3cc(-c4cccnc4)ccc3OC[C@@H]2C1,409.49,2.19,2,5,86.8,3,Unknown,Natural Product,COCONUT
LIG_0484,,COC(=O)c1ccc2[nH]c(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccn4)C=C3C)nc2c1,446.6,4.93,2,5,79.9,8,Unknown,Natural Product,COCONUT
LIG_0485,,CC(C)[C@H](NC(=O)[C@H](C(C)C)N1Cc2ccccc2C1=O)c1nc2ccccc2[nH]1,404.51,4.06,2,3,78.09,6,Unknown,Natural Product,COCONUT
LIG_0486,,COc1c2c(c(C)c3c1C(=O)OC3)O[C@]1(C)C[C@H](O)[C@@]34O[C@@](OC)(CC[C@]3(C)[C@H]1C2)O[C@]4(C)CO,490.55,2.39,2,9,112.91,3,Unknown,Natural Product,COCONUT
LIG_0487,,O=C(c1ccccc1)N1C[C@@H]2C[C@H](C1)c1ccc(/C=C/c3ccc(Cl)cc3)c(=O)n1C2,430.94,4.93,0,2,42.31,3,Unknown,Natural Product,COCONUT
LIG_0488,,COc1cc(CCc2cccc(O)c2)c2c(c1)O[C@H](c1cc(O)c(O)c(OC)c1)[C@@H](O)C2,438.48,3.64,4,7,108.61,6,Unknown,Natural Product,COCONUT
LIG_0489,,COC(=O)c1c(C)c2c(c(C)c1O)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,406.77,3.6,2,8,119.36,2,Unknown,Natural Product,COCONUT
LIG_0490,,O=C(O)C1CCN(C(=O)[C@H](Cc2ccccc2)n2c(O)nc3ccccc3c2=O)CC1,421.45,2.21,2,5,112.73,5,Unknown,Natural Product,COCONUT
LIG_0491,,CC1(C)CC[C@H]([C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]23C)O1,462.63,2.9,4,6,107.22,2,Unknown,Natural Product,COCONUT
LIG_0492,,COc1ccc(-c2cc(=O)c3cc(NC(=O)c4ccccc4OC)ccc3o2)cc1,401.42,4.73,1,5,77.77,5,Unknown,Natural Product,COCONUT
LIG_0493,,CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2cccc([N+](=O)[O-])c2)C3=O)CC1,409.44,3.05,1,7,96.15,5,Unknown,Natural Product,COCONUT
LIG_0494,,C[C@]1(CCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)CC[C@H]2C(=CC[C@@H]3[C@]2(C)CCC[C@]3(C)C(=O)O)C1,482.61,2.23,5,7,136.68,6,Unknown,Natural Product,COCONUT
LIG_0495,,C/C(=C/COc1ccc2ccc(=O)oc2c1)C/C=C/[C@@](C)(O)CC[C@H](O)C(C)(C)O,416.51,3.73,3,6,100.13,10,Unknown,Natural Product,COCONUT
LIG_0496,,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O)C(=O)O,420.43,1.54,4,4,137.05,6,Unknown,Natural Product,COCONUT
LIG_0497,,CC(C)C[C@@H](NC(=O)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccccc1)C(=O)O,424.45,2.8,3,5,113.96,8,Unknown,Natural Product,COCONUT
LIG_0498,,Cc1ccc([C@H]2NC(=O)N[C@@H](c3ccc(C)cc3)[C@@]2(C#N)C(=O)c2ccccc2)cc1,409.49,4.79,2,3,81.99,4,Unknown,Natural Product,COCONUT
LIG_0499,,CCN1C[C@]2(COC)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](OC(C)=O)[C@H]5[C@](O)(C[C@@H]6OC)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,479.61,1.07,2,8,97.69,6,Unknown,Natural Product,COCONUT
LIG_0500,,CC(C)C[C@H](NC(=O)[C@H]1CC[C@@H](CNC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)CC1)C(=O)O,467.61,2.92,3,5,125.04,8,Unknown,Natural Product,COCONUT
LIG_0501,,C=C1C(=O)O[C@@H]2/C=C(/CO)[C@@]3(O)C[C@H](OC)[C@@](C)(C[C@@H](OC(=O)[C@@H](C)CC)[C@@H]12)O3,410.46,1.25,2,8,111.52,5,Unknown,Natural Product,COCONUT
LIG_0502,,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2[C@H](O)C[C@H]2C3=C(CCC=C(CO)CO)C(=O)O[C@H]3C[C@@]21C,488.67,3.52,4,6,107.22,5,Unknown,Natural Product,COCONUT
LIG_0503,,COC(=O)CCC[C@@H](N=C(S)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2)C(=O)OC,421.52,1.44,1,6,90.2,6,Unknown,Natural Product,COCONUT
LIG_0504,,COCCn1ccc2c(NC(=O)C[C@@H]3NC(=O)N(Cc4ccccc4OC)C3=O)cccc21,450.5,2.75,2,5,101.9,9,Unknown,Natural Product,COCONUT
LIG_0505,,C/C=C(\C)C(=O)OC/C(=C\C)C(=O)OCc1ccn2c1[C@H](C(=O)/C(C)=C/C)C[C@@H]2OC(C)=O,457.52,4.07,0,7,100.9,9,Unknown,Natural Product,COCONUT
LIG_0506,,CC(=O)NCCC(=O)N1C[C@@H]2C[C@@H](O)CN2C2(CN(Cc3cccc(C(=O)O)c3)C2)C1,430.51,-0.26,3,6,113.42,6,Unknown,Natural Product,COCONUT
LIG_0507,,CS[C@@]12CC3=CC=C[C@H](O)[C@H]3N1C(=O)[C@]13C[C@H]4C(=O)[C@H](C[C@H](O)[C@H]4N1C2=O)S3,420.51,-0.12,2,7,98.15,1,Unknown,Natural Product,COCONUT
LIG_0508,,CCCCCCCn1c(O)nc(O)c([C@@H]2c3[nH]c4ccccc4c3CCN2CC)c1=O,424.55,4.07,3,5,94.38,8,Unknown,Natural Product,COCONUT
LIG_0509,,C[C@H](CCOC(=O)CCC(=O)O)CC[C@]1(C)[C@H](C)CC[C@]2(C)[C@@H]1C[C@H](O)[C@@H](O)[C@@]2(C)O,442.59,3.14,4,6,124.29,9,Unknown,Natural Product,COCONUT
LIG_0510,,COc1c(C)c2c(c(OC)c1C/C=C(\C)CCC(=O)NCc1ccccn1)C(=O)OC2,424.5,3.66,1,6,86.75,9,Unknown,Natural Product,COCONUT
LIG_0511,,C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(/C(=O)OC)[C@H](OC(C)=O)[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,432.47,2.73,0,8,105.2,4,Unknown,Natural Product,COCONUT
LIG_0512,,COc1ccc(NC(=NC(=O)c2ccc(OC)c(OC)c2)NCCc2c[nH]c3ccccc23)cc1,472.55,4.63,3,4,96.97,8,Unknown,Natural Product,COCONUT
LIG_0513,,CCCc1cc(=O)oc2cc(C)c3c(c12)O[C@H](c1ccc(OC)cc1OC)CC3=O,408.45,4.78,0,6,74.97,5,Unknown,Natural Product,COCONUT
LIG_0514,,C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](OC(=O)[C@@H](O)C(C)C)C/C=C(/C)C[C@@H](OC(=O)c3ccoc3)[C@@H]12,458.51,3.52,1,8,112.27,5,Unknown,Natural Product,COCONUT
